uid,state,ll,elev,name
50014,CO,"[-102.19806, 40.13692]",3682.0,WRAY 4.2 NNE
50015,CO,"[-102.77522, 40.14734]",4168.0,YUMA 3.1 WNW
61823,CO,"[-108.1996, 40.0822]",5761.0,MEEKER 15 W
61833,CO,"[-108.1268, 39.7608]",7550.0,RIFLE 23 NW
61834,CO,"[-103.517, 39.7857]",4764.0,GENOA 35 N
61835,CO,"[-105.0879, 39.0878]",7872.0,COLORADO SPRINGS 23 NW
61836,CO,"[-106.1219, 38.811]",7933.0,BUENA VISTA 2 SSE
61837,CO,"[-107.6082, 40.948]",6518.0,CRAIG 30 N
61838,CO,"[-105.265, 38.9105]",8535.0,WOODLAND PARK 14 WSW
61839,CO,"[-106.7337, 39.4827]",8605.0,EAGLE 13 SSE
61861,CO,"[-105.2158, 38.9608]",9134.0,DIVIDE 4NW
61866,CO,"[-105.1113, 40.52678]",5148.0,RMHS 1.6 SSW
62646,CO,"[-105.00783, 39.94211]",5204.0,WESTMINSTER 4.8 NNE
62647,CO,"[-104.4211, 39.8975]",5181.0,BENNETT 9.8 N
62648,CO,"[-104.7122, 39.5744]",5966.0,AURORA 12.4 SSE
62649,CO,"[-103.91861, 39.62457]",5152.0,DEER TRAIL 6.6 E
62650,CO,"[-105.47188, 40.00262]",8176.0,NEDERLAND 3.3 NNE
62651,CO,"[-105.15199, 40.14988]",5023.0,LONGMONT 2.7 SW
62652,CO,"[-105.445, 39.9892]",8174.0,NEDERLAND 3.7 ENE
62653,CO,"[-106.17985, 38.87258]",8354.0,BUENA VISTA 3.4 NW
62654,CO,"[-106.2662, 38.8115]",9239.0,BUENA VISTA 6.9 WSW
62655,CO,"[-105.31662, 38.10857]",9217.0,WESTCLIFFE 8.2 ESE
62656,CO,"[-104.95031, 39.5616]",5787.0,HIGHLANDS RANCH 1.1 ENE
62657,CO,"[-104.84994, 39.40142]",6301.0,CASTLE ROCK 1.6 N
62658,CO,"[-104.96111, 39.33152]",6296.0,SEDALIA 6.8 S
62659,CO,"[-107.97138, 38.75722]",5099.0,DELTA 5.6 E
62660,CO,"[-105.03612, 39.67616]",5446.0,DENVER 5.3 SW
62661,CO,"[-106.95627, 39.61658]",6531.0,GYPSUM 1.9 SSW
62662,CO,"[-104.56455, 39.48366]",6152.0,ELIZABETH 8.7 NNE
62663,CO,"[-104.86996, 38.86902]",6270.0,MANITOU SPRINGS 2.3 ENE
62664,CO,"[-104.7921, 38.8872]",6376.0,COLORADO SPRINGS 4.0 NNE
62665,CO,"[-104.38169, 39.01207]",6612.0,CALHAN 4.7 WSW
62666,CO,"[-104.53767, 38.91146]",6604.0,FALCON 4.6 ESE
62667,CO,"[-104.66194, 39.04778]",7583.0,BLACK FOREST 0.3 ENE
62668,CO,"[-104.84697, 38.93529]",6685.0,COLORADO SPRINGS 7.1 NNW
62669,CO,"[-104.81145, 38.79092]",5997.0,COLORADO SPRINGS 3.0 S
62670,CO,"[-104.70598, 38.6903]",5563.0,FOUNTAIN 1.8 NNW
62671,CO,"[-104.30833, 39.03398]",6534.0,CALHAN 0.5 W
62672,CO,"[-104.78362, 38.90041]",6395.0,COLORADO SPRINGS 5.0 NNE
62673,CO,"[-104.83659, 38.80579]",6011.0,COLORADO SPRINGS 2.1 SSW
62674,CO,"[-104.78522, 38.86564]",6292.0,COLORADO SPRINGS 2.9 NE
62675,CO,"[-104.7816, 38.94385]",6627.0,COLORADO SPRINGS 7.0 NNE
62676,CO,"[-104.75156, 39.11838]",7382.0,MONUMENT 6.6 ENE
62677,CO,"[-104.60596, 38.96213]",7023.0,FALCON 2.3 NNE
62678,CO,"[-104.60117, 38.86958]",6684.0,FALCON 4.3 SSE
62679,CO,"[-104.82408, 39.04103]",6917.0,GLENEAGLE 0.3 S
62680,CO,"[-104.65059, 38.7398]",5736.0,SECURITY 3.0 ENE
62681,CO,"[-104.81381, 39.04296]",7017.0,GLENEAGLE 0.6 ESE
62682,CO,"[-104.8042, 39.01659]",6851.0,GLENEAGLE 2.2 SSE
62683,CO,"[-104.85584, 38.93201]",6690.0,COLORADO SPRINGS 7.0 NNW
62684,CO,"[-104.57585, 39.06908]",7305.0,ELBERT 10.7 SSW
62685,CO,"[-104.73454, 38.87233]",6544.0,COLORADO SPRINGS 5.3 ENE
62686,CO,"[-104.82925, 38.78355]",6032.0,COLORADO SPRINGS 3.5 S
62687,CO,"[-104.81161, 39.11283]",7382.0,MONUMENT 3.8 NE
62688,CO,"[-104.74488, 39.01392]",7168.0,BLACK FOREST 4.7 WSW
62689,CO,"[-106.61917, 38.42486]",8134.0,DOYLEVILLE 2.1 W
62690,CO,"[-105.10733, 39.87835]",5441.0,WESTMINSTER 3.0 W
62691,CO,"[-105.13159, 39.75629]",5557.0,LAKEWOOD 4.3 NNW
62692,CO,"[-102.29096, 38.46406]",4048.0,SHERIDAN LAKE 0.2 SE
62693,CO,"[-102.465, 38.46305]",3900.0,BRANDON 2.1 WNW
62694,CO,"[-104.80343, 37.21915]",7460.0,WESTON 6.5 NNE
62695,CO,"[-103.05705, 40.87362]",4062.0,ILIFF 8.0 N
62696,CO,"[-103.608, 38.6939]",5192.0,KARVAL 4.9 WSW
62697,CO,"[-103.69701, 39.26921]",5385.0,LIMON 0.5 WNW
62699,CO,"[-103.47008, 39.13274]",5036.0,HUGO 0.2 SW
62700,CO,"[-107.8021, 37.2046]",6881.0,DURANGO 6.7 SSE
62701,CO,"[-105.12319, 40.52431]",5115.0,FORT COLLINS 3.6 SW
62702,CO,"[-105.0996, 40.62536]",5029.0,FORT COLLINS 5.1 NNW
62703,CO,"[-105.12559, 40.56578]",5114.0,FORT COLLINS 3.1 WNW
62704,CO,"[-105.18945, 40.41868]",5140.0,LOVELAND 6.2 W
62705,CO,"[-105.16496, 40.27261]",5183.0,BERTHOUD 5.0 WSW
62706,CO,"[-105.06204, 40.60664]",4970.0,FORT COLLINS 3.5 N
62707,CO,"[-105.10497, 40.59136]",5034.0,FORT COLLINS 3.1 NW
62708,CO,"[-105.41499, 40.72061]",7557.0,LIVERMORE 9.9 WSW
62709,CO,"[-105.08949, 40.56432]",5018.0,FORT COLLINS 1.3 WNW
62710,CO,"[-105.44822, 40.73674]",7730.0,LIVERMORE 12.1 WSW
62711,CO,"[-108.55733, 39.07235]",4604.0,GRAND JUNCTION 1.1 SSW
62712,CO,"[-108.48011, 39.06387]",4625.0,GRAND JUNCTION 4.2 ESE
62713,CO,"[-108.5598, 39.07418]",4606.0,GRAND JUNCTION 1.0 SSW
62714,CO,"[-103.81273, 40.24343]",4339.0,FORT MORGAN 1.8 SSW
62715,CO,"[-105.62, 39.27]",9435.0,JEFFERSON 12.1 SE
62716,CO,"[-104.80407, 38.31966]",5018.0,PUEBLO WEST 4.9 WSW
62717,CO,"[-102.73654, 38.13604]",3775.0,WILEY 1.7 SW
62718,CO,"[-106.8121, 40.48249]",7051.0,STEAMBOAT SPRINGS 0.5 ENE
62719,CO,"[-105.2932, 39.00252]",9554.0,FLORISSANT 5.0 N
62720,CO,"[-103.0785, 40.1759]",4456.0,OTIS 6.4 WNW
62721,CO,"[-105.04257, 40.21242]",5097.0,LONGMONT 4.6 NE
62722,CO,"[-104.91055, 40.47389]",4794.0,WINDSOR 0.8 SSW
62723,CO,"[-102.70886, 39.60926]",4322.0,JOES 3.2 SSW
63991,CO,"[-108.5247, 39.1198]",4826.0,GRAND JUNCTION WFO
64029,CO,"[-105.3741, 40.05074]",6666.0,BOULDER 6.7 WNW
64030,CO,"[-105.59796, 38.19632]",8384.0,WESTCLIFFE 8.4 WNW
64031,CO,"[-104.7872, 39.52]",5872.0,PARKER 1.4 WNW
64032,CO,"[-104.87227, 39.44407]",6393.0,CASTLE ROCK 4.6 NNW
64033,CO,"[-104.72597, 38.93563]",6827.0,COLORADO SPRINGS 8.7 NE
64034,CO,"[-104.81635, 38.8568]",6082.0,COLORADO SPRINGS 1.6 N
64035,CO,"[-104.74005, 38.79469]",5979.0,COLORADO SPRINGS 5.1 ESE
64036,CO,"[-104.7979, 38.84883]",6158.0,COLORADO SPRINGS 1.6 NE
64037,CO,"[-107.54198, 39.57332]",5588.0,NEW CASTLE 1.0 SW
64038,CO,"[-105.08321, 39.75252]",5480.0,LAKEWOOD 4.3 NNE
64039,CO,"[-105.1005, 39.76545]",5519.0,WHEAT RIDGE 0.6 S
64040,CO,"[-105.32249, 39.63739]",7172.0,EVERGREEN 1.1 ENE
64041,CO,"[-102.95007, 38.27992]",4310.0,EADS 16.6 SW
64042,CO,"[-106.30061, 39.25222]",10081.0,LEADVILLE 0.5 NW
64043,CO,"[-105.10301, 40.59637]",5022.0,FORT COLLINS 3.4 NNW
64044,CO,"[-105.04939, 40.41815]",4976.0,LOVELAND 1.2 E
64045,CO,"[-105.77503, 38.84682]",9353.0,HARTSEL 12.0 S
64046,CO,"[-104.86851, 37.91351]",6194.0,RYE 3.5 E
64047,CO,"[-105.20096, 38.95264]",9139.0,DIVIDE 3.2 WNW
64048,CO,"[-104.8746, 40.3606]",4885.0,MILLIKEN 3.2 NNW
64292,CO,"[-104.5215, 38.2798]",4653.0,WFO PUEBLO
64314,CO,"[-104.69954, 38.81581]",6167.0,COLORADO SPRINGS AIRPORT SNOW
64337,CO,"[-104.68657, 39.83079]",5360.0,DENVER INTL AIRPORT 2SW
64446,CO,"[-105.04522, 39.89814]",5267.0,WESTMINSTER 1.2 NNE
64447,CO,"[-105.0103, 39.9381]",5207.0,WESTMINSTER 4.5 NNE
64448,CO,"[-104.04843, 39.69132]",5198.0,DEER TRAIL 5.2 N
64449,CO,"[-104.76647, 39.619]",5854.0,CENTENNIAL 5.6 ENE
64450,CO,"[-107.00983, 37.26928]",7127.0,PAGOSA SPRINGS 0.5 E
64451,CO,"[-105.35906, 40.08024]",7776.0,BOULDER 6.8 WNW
64452,CO,"[-105.39181, 40.03048]",7662.0,BOULDER 7.4 W
64453,CO,"[-105.24333, 39.98375]",5409.0,BOULDER 3.0 S
64454,CO,"[-105.51582, 39.96831]",8519.0,NEDERLAND 0.7 NW
64455,CO,"[-102.65794, 38.65424]",4120.0,KIT CARSON 10.6 SE
64456,CO,"[-104.80127, 39.51936]",5924.0,PARKER 2.1 WNW
64457,CO,"[-104.89312, 39.4258]",6089.0,CASTLE ROCK 3.9 NW
64458,CO,"[-104.9612, 39.7364]",5340.0,DENVER 1.3 E
64459,CO,"[-104.9844, 39.777]",5159.0,DENVER 3.6 NNW
64460,CO,"[-106.9385, 39.6441]",6385.0,GYPSUM 0.5 E
64461,CO,"[-104.7119, 38.85851]",6277.0,COLORADO SPRINGS 6.1 ENE
64462,CO,"[-105.0132, 38.43958]",5411.0,PENROSE 0.6 N
64463,CO,"[-105.23252, 38.4718]",5487.0,CANON CITY 0.7 NE
64464,CO,"[-104.7953, 37.6299]",6292.0,WALSENBURG 1.0 WNW
64465,CO,"[-105.06215, 37.68944]",7012.0,WALSENBURG 16.2 WNW
64466,CO,"[-105.3074, 39.42762]",7279.0,PINE 1.3 ENE
64467,CO,"[-105.1308, 39.7056]",5760.0,LAKEWOOD 1.2 NW
64468,CO,"[-107.9951, 37.262]",7533.0,DURANGO 7.1 WSW
64469,CO,"[-107.9456, 37.2526]",7430.0,DURANGO 4.8 WSW
64470,CO,"[-105.08795, 40.53161]",5069.0,FORT COLLINS 1.9 SSW
64471,CO,"[-105.43173, 40.74877]",7565.0,LIVERMORE 10.6 W
64472,CO,"[-105.06244, 40.50967]",4923.0,FORT COLLINS 3.2 S
64473,CO,"[-105.1608, 40.2843]",5181.0,BERTHOUD 4.4 WSW
64474,CO,"[-108.62817, 39.08867]",4630.0,GRAND JUNCTION 4.0 W
64475,CO,"[-108.62355, 39.07522]",4667.0,GRAND JUNCTION 3.9 WSW
64476,CO,"[-108.52368, 37.42179]",6679.0,DOLORES 3.9 SSW
64477,CO,"[-107.78877, 38.24037]",7409.0,MONTROSE 17.1 SSE
64478,CO,"[-102.30898, 40.58242]",3746.0,HOLYOKE 0.3 WSW
64479,CO,"[-104.70657, 38.08141]",5359.0,PUEBLO 13.0 SSW
64480,CO,"[-102.4718, 37.72327]",4162.0,TWO BUTTES 12.0 NNW
64481,CO,"[-102.46561, 37.69439]",4219.0,TWO BUTTES 10.0 NNW
64482,CO,"[-102.42682, 37.7298]",4098.0,TWO BUTTES 11.8 N
64483,CO,"[-102.47453, 37.74844]",4169.0,TWO BUTTES 13.7 NNW
64484,CO,"[-104.81283, 40.44171]",4715.0,GREELEY 3.9 WNW
64485,CO,"[-104.74885, 40.42233]",4799.0,GREELEY 0.3 WNW
64486,CO,"[-104.47538, 40.4868]",4667.0,GILL 3.8 NE
65077,CO,"[-104.4054, 39.6797]",5622.0,BENNETT 5.3 S
65078,CO,"[-104.7061, 39.6261]",5904.0,AURORA 7.6 SE
65079,CO,"[-104.87211, 39.6858]",5524.0,AURORA 3.3 WSW
65080,CO,"[-105.2557, 39.99083]",5391.0,BOULDER 2.5 S
65081,CO,"[-105.15535, 40.13688]",5069.0,LONGMONT 3.4 SW
65082,CO,"[-105.39047, 40.14575]",7764.0,JAMESTOWN 2.0 N
65083,CO,"[-106.1561, 38.8362]",8081.0,BUENA VISTA 0.8 WNW
65084,CO,"[-105.52855, 38.23553]",8186.0,WESTCLIFFE 7.9 NNW
65085,CO,"[-104.87402, 39.44295]",6413.0,CASTLE ROCK 4.6 NNW
65086,CO,"[-104.96546, 39.5462]",5776.0,HIGHLANDS RANCH 0.6 SSE
65087,CO,"[-104.81193, 38.83029]",6003.0,COLORADO SPRINGS 0.5 ESE
65088,CO,"[-104.7489, 38.9172]",6775.0,COLORADO SPRINGS 6.9 NE
65089,CO,"[-105.01086, 37.50303]",7074.0,LA VETA 0.5 SSW
65090,CO,"[-104.83887, 37.75294]",5970.0,WALSENBURG 9.3 NNW
65091,CO,"[-105.24716, 39.71973]",7444.0,GOLDEN 2.1 SW
65092,CO,"[-103.20902, 40.629]",3938.0,STERLING 1.5 S
65093,CO,"[-108.1264, 37.19778]",7131.0,HESPERUS 7.8 SW
65094,CO,"[-107.58816, 37.24779]",7206.0,BAYFIELD 1.0 NNE
65095,CO,"[-105.12444, 40.60477]",5074.0,FORT COLLINS 4.5 NW
65096,CO,"[-105.06796, 40.72275]",5314.0,WELLINGTON 3.7 WNW
65097,CO,"[-105.12022, 40.37775]",5065.0,LOVELAND 3.8 SW
65098,CO,"[-103.9706, 38.09068]",4350.0,FOWLER 3.9 SE
65099,CO,"[-103.67986, 37.9826]",4188.0,LA JUNTA 7.4 W
65100,CO,"[-104.0244, 38.12751]",4346.0,FOWLER 0.1 S
65101,CO,"[-104.79097, 38.30291]",4976.0,PUEBLO WEST 4.9 SW
65102,CO,"[-104.92186, 40.50874]",4846.0,WINDSOR 1.8 NNW
65103,CO,"[-104.97432, 40.12132]",4926.0,FREDERICK 2.0 NW
65104,CO,"[-104.73303, 40.36913]",4740.0,EVANS 2.0 WSW
65857,CO,"[-105.3394, 39.3794]",7940.0,BAILEY COLORADO
65863,CO,"[-105.3614, 40.0181]",6733.0,SUGARLOAF COLORADO
65871,CO,"[-106.2006, 37.0203]",8334.0,BIG HORN COLORADO
65877,CO,"[-107.6869, 38.5428]",8560.0,BLACK CANYON COLORADO
65879,CO,"[-105.2842, 37.8617]",8982.0,BLACK MOUNTAIN COLORADO
65883,CO,"[-106.7792, 37.7978]",10300.0,BLUE PARK COLORADO
65911,CO,"[-105.0211, 38.1869]",5760.0,CANON CITY (CCDBLMFTS1) COLORA
65912,CO,"[-104.8692, 37.9478]",6190.0,COLORADO CITY COLORADO
65916,CO,"[-105.2672, 39.1814]",7500.0,CHEESEMAN COLORADO
65918,CO,"[-108.4892, 37.1994]",6187.0,CHAPIN COLORADO
65925,CO,"[-105.6814, 38.2869]",8182.0,CANON CITY COLORADO
65927,CO,"[-105.4647, 39.64]",8210.0,CORRAL CREEK COLORADO
65932,CO,"[-105.4844, 38.3139]",7760.0,COPPER GULCH COLORADO
65934,CO,"[-108.2778, 38.5731]",7220.0,COTTONWOOD BASIN COLORADO
65937,CO,"[-109.0469, 38.4594]",8088.0,CARPENTER RIDGE COLORADO
65941,CO,"[-107.0931, 39.3528]",8303.0,THE CROWN COLORADO
65947,CO,"[-104.9214, 37.0969]",8313.0,CUCHARA COLORADO
65948,CO,"[-107.3786, 40.0786]",8960.0,DEAD HORSE COLORADO
65949,CO,"[-108.88, 39.46]",7157.0,DEMAREE COLORADO
65951,CO,"[-107.3047, 37.2269]",7360.0,DEVIL MTN COLORADO
65954,CO,"[-108.9106, 40.5086]",5960.0,DINOSAUR N.M. COLORADO
65960,CO,"[-106.4517, 39.6269]",8998.0,DOWD JUNCTION COLORADO
65963,CO,"[-108.8875, 39.9153]",6300.0,DRAGON ROAD COLORADO
65964,CO,"[-106.7808, 40.535]",8320.0,DRY LAKE COLORADO
65975,CO,"[-108.2, 40.0458]",7000.0,ERNIE GULCH COLORADO
65977,CO,"[-105.55, 40.3667]",7820.0,ESTES PARK COLORADO
65992,CO,"[-104.8539, 38.6586]",6700.0,FT. CARSON COLORADO
65998,CO,"[-107.8533, 40.7578]",7200.0,GREAT DIVIDE COLORADO
66000,CO,"[-106.3292, 40.2092]",8420.0,GUNSIGHT COLORADO
66001,CO,"[-106.9731, 39.6953]",7340.0,GYPSUM COLORADO
66013,CO,"[-107.7719, 39.6919]",7050.0,HORSE MOUNTAIN COLORADO
66018,CO,"[-107.0889, 38.3319]",9400.0,HUNTSMAN MESA COLORADO
66019,CO,"[-108.3167, 39.7667]",7320.0,HUNTER CREEK COLORADO
66022,CO,"[-108.5797, 38.7533]",7660.0,JACKS CANYON COLORADO
66024,CO,"[-107.7361, 38.8417]",6200.0,JAY COLORADO
66039,CO,"[-108.8347, 40.7392]",5900.0,LADORE COLORADO
66050,CO,"[-105.3553, 38.9772]",7485.0,LAKE GEORGE COLORADO
66053,CO,"[-108.9444, 38.9692]",6796.0,LITTLE DELORES COLORADO
66055,CO,"[-107.915, 37.3517]",8250.0,LOGCHUTE COLORADO
66057,CO,"[-106.7575, 38.2133]",9600.0,LOS PINOS CREEK COLORADO
66061,CO,"[-106.5678, 38.2544]",11154.0,LUJAN COLORADO
66071,CO,"[-107.2847, 39.1267]",9018.0,MCCLURE PASS COLORADO
66076,CO,"[-107.7069, 37.055]",7380.0,MESA MOUNTAIN COLORADO
66088,CO,"[-108.4133, 37.3006]",7820.0,MOREFIELD COLORADO
66094,CO,"[-106.5303, 38.3894]",8900.0,NEEDLE CREEK COLORADO
66096,CO,"[-103.8367, 40.6314]",4794.0,NOVEMBER 01 COLORADO
66097,CO,"[-108.5583, 38.2297]",5860.0,NUCLA COLORADO
66115,CO,"[-105.5164, 39.8744]",9380.0,PICKLE GULCH COLORADO
66116,CO,"[-104.0556, 37.9056]",5360.0,PINION CANYON COLORADO
66123,CO,"[-108.4597, 40.0097]",6940.0,PINTO COLORADO
66127,CO,"[-108.4072, 39.2603]",6600.0,PINE RIDGE COLORADO
66129,CO,"[-106.6464, 40.0978]",8900.0,PORCUPINE CREEK COLORADO
66136,CO,"[-108.79, 40.1697]",6484.0,RANGELY COLORADO
66141,CO,"[-105.2264, 40.5708]",6082.0,REDSTONE COLORADO
66143,CO,"[-106.2111, 38.8272]",8800.0,RED DEER COLORADO
66144,CO,"[-105.5722, 40.7981]",8200.0,RED FEATHER COLORADO
66146,CO,"[-107.7492, 39.5122]",6120.0,RIFLE COLORADO
66157,CO,"[-108.5364, 37.6511]",8150.0,SALTER COLORADO
66158,CO,"[-108.2167, 38.1917]",7930.0,SANBORN PARK COLORADO
66174,CO,"[-107.42, 39.5625]",8793.0,STORM KING MOUNTAIN COLORADO
66176,CO,"[-105.8328, 40.2708]",8600.0,HARBISON MEADOW COLORADO
66180,CO,"[-105.9864, 39.56]",9600.0,SODA CREEK COLORADO
66196,CO,"[-106.6017, 38.9078]",10410.0,TAYLOR PARK COLORADO
66199,CO,"[-105.3908, 38.6197]",8463.0,THOMPSON MTN COLORADO CCDBLMFT
66218,CO,"[-105.2092, 39.4822]",8725.0,WATERTON NORTH COLORADO
66230,CO,"[-105.0564, 38.0039]",9200.0,WILLIS CREEK COLORADO
66231,CO,"[-106.2153, 40.3517]",9720.0,WILLOW CREEK COLORADO
67106,CO,"[-105.85, 40.4]",9030.0,PHANTOM VALLEY
67107,CO,"[-105.6, 40.2]",9560.0,WILD BASIN
67108,CO,"[-105.77, 40.81]",10220.0,DEADMAN HILL
67109,CO,"[-105.58, 40.03]",10300.0,UNIVERSITY CAMP
67110,CO,"[-105.82, 40.41]",10700.0,LAKE IRENE
67111,CO,"[-105.92, 40.23]",8720.0,STILLWATER CREEK
67112,CO,"[-105.57, 40.21]",8600.0,COPELAND LAKE
67113,CO,"[-105.89, 40.53]",10120.0,JOE WRIGHT
67114,CO,"[-105.64, 40.31]",9500.0,BEAR LAKE
67115,CO,"[-105.73, 40.43]",10700.0,WILLOW PARK
67116,CO,"[-105.59, 39.94]",9700.0,LAKE ELDORA
67117,CO,"[-105.54, 40.04]",9910.0,NIWOT
67118,CO,"[-105.9, 39.67]",11400.0,LOVELAND BASIN
67119,CO,"[-105.76, 39.92]",9680.0,ARROW
67120,CO,"[-105.87, 39.65]",11100.0,GRIZZLY PEAK
67121,CO,"[-105.78, 39.8]",11300.0,BERTHOUD SUMMIT
67122,CO,"[-105.91, 39.76]",10400.0,JONES PASS
67123,CO,"[-105.8, 39.57]",10960.0,JACKWHACKER GULCH
67124,CO,"[-105.59, 39.66]",10600.0,ECHO LAKE
67125,CO,"[-105.91, 39.44]",10600.0,MICHIGAN CREEK
67126,CO,"[-105.07, 38.88]",11460.0,GLEN COVE
67127,CO,"[-105.2, 37.21]",10500.0,CULEBRA #2
67128,CO,"[-105.23, 37.35]",10860.0,TRINCHERA
67129,CO,"[-105.54, 37.97]",10800.0,SOUTH COLONY
67130,CO,"[-105.12, 37.21]",10220.0,WHISKEY CK
67131,CO,"[-105.44, 37.85]",9649.0,MEDANO PASS
67132,CO,"[-105.37, 37.61]",10650.0,UTE CREEK
67154,CO,"[-106.78, 40.53]",8400.0,DRY LAKE
67155,CO,"[-106.6, 40.39]",9160.0,COLUMBINE
67156,CO,"[-106.09, 40.35]",9540.0,WILLOW CREEK PASS
67157,CO,"[-106.67, 40.08]",8880.0,LYNX PASS
67158,CO,"[-106.74, 40.37]",9400.0,RABBIT EARS
67159,CO,"[-106.05, 40.88]",9700.0,ROACH
67160,CO,"[-106.97, 40.85]",8700.0,ELK RIVER
67161,CO,"[-106.6, 40.23]",9240.0,BUFFALO PARK
67162,CO,"[-106.6, 40.79]",9340.0,ZIRKEL
67163,CO,"[-106.01, 40.71]",9020.0,RAWAH
67164,CO,"[-105.96, 40.4]",10280.0,NEVER SUMMER
67165,CO,"[-106.68, 40.54]",10500.0,TOWER
67166,CO,"[-106.75, 40.82]",9320.0,LOST DOG
67167,CO,"[-106.06, 39.36]",11400.0,HOOSIER PASS
67168,CO,"[-106.61, 39.08]",10600.0,INDEPENDENCE PASS
67169,CO,"[-106.61, 39.3]",8700.0,NAST LAKE
67170,CO,"[-106.2, 39.38]",11400.0,FREMONT PASS
67171,CO,"[-106.55, 39.29]",10400.0,IVANHOE
67172,CO,"[-106.03, 39.8]",8940.0,MIDDLE FORK CAMP
67173,CO,"[-106.16, 39.72]",9400.0,SUMMIT RANCH
67174,CO,"[-106.11, 39.3]",11150.0,BUCKSKIN JOE
67175,CO,"[-106.17, 39.49]",10550.0,COPPER MOUNTAIN
67176,CO,"[-106.61, 39.32]",9600.0,KILN
67177,CO,"[-106.38, 39.62]",10300.0,VAIL MOUNTAIN
67178,CO,"[-106.54, 39.09]",10600.0,BRUMLEY
67179,CO,"[-106.08, 39.03]",10360.0,ROUGH AND TUMBLE
67180,CO,"[-106.54, 39.6]",9480.0,MCCOY PARK
67181,CO,"[-106.51, 39.6]",8500.0,BEAVER CK VILLAGE
67182,CO,"[-106.59, 38.82]",9600.0,PARK CONE
67183,CO,"[-106.34, 38.49]",10760.0,PORPHYRY CREEK
67184,CO,"[-106.95, 38.89]",10160.0,BUTTE
67185,CO,"[-106.37, 38.29]",11530.0,SARGENTS MESA
67186,CO,"[-106.84, 37.49]",10200.0,UPPER SAN JUAN
67187,CO,"[-106.8, 37.48]",11000.0,WOLF CREEK SUMMIT
67188,CO,"[-106.54, 37.47]",11620.0,GRAYBACK
67189,CO,"[-106.45, 37.02]",10040.0,CUMBRES TRESTLE
67190,CO,"[-106.55, 37.38]",11000.0,LILY POND
67214,CO,"[-107.01, 40.06]",9080.0,BEAR RIVER
67215,CO,"[-107.06, 40.17]",9100.0,CROSHO
67216,CO,"[-107.29, 40.11]",10340.0,RIPPLE CREEK
67217,CO,"[-107.14, 39.08]",9200.0,NORTH LOST TRAIL
67218,CO,"[-107.6, 39.88]",9400.0,BURRO MOUNTAIN
67219,CO,"[-107.87, 39.05]",9960.0,PARK RESERVOIR
67220,CO,"[-107.29, 39.13]",9500.0,MC CLURE PASS
67221,CO,"[-107.05, 39.02]",10700.0,SCHOFIELD PASS
67222,CO,"[-107.36, 39.76]",10880.0,BISON LAKE
67223,CO,"[-107.24, 40]",9700.0,TRAPPER LAKE
67224,CO,"[-107.63, 39.09]",9840.0,OVERLAND RES.
67225,CO,"[-107.81, 37.65]",8880.0,CASCADE
67226,CO,"[-107.78, 37.7]",10660.0,SPUD MOUNTAIN
67227,CO,"[-107.69, 37.75]",10500.0,MOLAS LAKE
67228,CO,"[-107.73, 37.85]",10040.0,MINERAL CREEK
67229,CO,"[-107.26, 37.72]",9400.0,UPPER RIO GRANDE
67230,CO,"[-107.03, 37.62]",11250.0,MIDDLE CREEK
67231,CO,"[-107.68, 37.93]",9800.0,IDARADO
67232,CO,"[-107.92, 37.8]",10200.0,LIZARD HEAD PASS
67233,CO,"[-107.2, 37.99]",11440.0,SLUMGULLION
67234,CO,"[-107.51, 37.49]",10880.0,VALLECITO
67235,CO,"[-107.51, 37.71]",11600.0,BEARTOWN
67236,CO,"[-107.71, 37.89]",11200.0,RED MOUNTAIN PASS
67237,CO,"[-107.63, 37.48]",11200.0,STUMP LAKES
67238,CO,"[-107.8, 37.66]",8920.0,CASCADE #2
67246,CO,"[-108.06, 39.06]",10000.0,MESA LAKES
67247,CO,"[-108.38, 38.42]",9400.0,COLUMBINE PASS
67248,CO,"[-108.17, 37.43]",10000.0,MANCOS
67249,CO,"[-108.11, 37.5]",10720.0,SHARKSTOOTH
67250,CO,"[-108.02, 37.79]",10000.0,EL DIENTE PEAK
67251,CO,"[-108.2, 37.89]",9600.0,LONE CONE
67252,CO,"[-108.01, 37.65]",9100.0,SCOTCH CREEK
67253,CO,"[-108.02, 37.44]",10785.0,COLUMBUS BASIN
67789,CO,"[-108.7761, 39.1692]",4462.0,FRUITA 2W
67814,CO,"[-107.3037, 38.0523]",8714.0,LAKE CITY 1NNE
69131,CO,"[-104.82078, 39.756]",5377.0,AURORA 4.0 N
69132,CO,"[-104.86193, 39.75225]",5341.0,AURORA 4.5 NW
69133,CO,"[-104.76416, 39.61592]",5914.0,CENTENNIAL 5.7 ENE
69134,CO,"[-104.76849, 39.64171]",5741.0,AURORA 4.6 SSE
69135,CO,"[-104.70102, 39.62026]",5879.0,AURORA 8.1 SE
69136,CO,"[-107.06478, 37.27314]",7628.0,PAGOSA SPRINGS 2.6 W
69137,CO,"[-105.23621, 39.96461]",5440.0,BOULDER 4.4 S
69138,CO,"[-105.1492, 39.98368]",5502.0,LOUISVILLE 1.2 NNW
69139,CO,"[-104.947, 39.285]",6518.0,SEDALIA 10.5 S
69140,CO,"[-104.84478, 39.35978]",6293.0,CASTLE ROCK 1.4 SSE
69141,CO,"[-107.66097, 38.80848]",5617.0,PAONIA 5.7 SW
